epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.035974191484451294,0.03634987816810608,0.6016398434343434,0.0014393086115145057,0.0099,0.0626
2,0.035965461645126345,0.036384509229660036,0.4845099444444444,0.00019801980198019803,0.01,0.05
3,0.03602383462905884,0.03638258233070374,0.5000065757575758,0.00019801980198019803,0.01,0.05
4,0.0360228519821167,0.03638253483772278,0.5353801161616162,0.00019801980198019803,0.01,0.05
5,0.036022451124191286,0.03638120818138123,0.5553242171717172,0.00019825535289452815,0.01,0.0501
6,0.03599091506004334,0.03638303060531616,0.5425884494949496,0.00019801980198019803,0.01,0.05
7,0.03600703454017639,0.03578287053108215,0.6686377525252526,0.004461510430066424,0.0235,0.1045
8,0.03468287745475769,0.033136190509796146,0.7442611717171715,0.032318336078384836,0.0546,0.2095
9,0.03215619610786438,0.03146419179439545,0.7978569797979799,0.061747042963272936,0.0874,0.2753
10,0.030069589080810546,0.028374651026725768,0.8532700909090909,0.12584082654870082,0.154,0.4033
11,0.028399693584442137,0.027160795879364014,0.8652470454545454,0.16023327097636322,0.1834,0.4467
12,0.0269365567779541,0.02603016335964203,0.8825554848484849,0.19579955133792093,0.2159,0.4819
13,0.02597946838378906,0.025093187952041626,0.8922487171717173,0.21645142443984128,0.2328,0.5091
14,0.025307171487808228,0.025321223282814026,0.8920621414141412,0.21452877890973412,0.2299,0.5057
15,0.024738939356803893,0.02465448319911957,0.8982893333333333,0.22332094381051185,0.243,0.5238
16,0.024199458894729613,0.023173789072036745,0.9124975101010102,0.25708260984391584,0.274,0.5704
17,0.02386981125354767,0.023276605796813964,0.9109714444444442,0.25636230806147176,0.2726,0.5623
18,0.023629895186424256,0.023661712431907653,0.9084481414141414,0.2523682970721057,0.2657,0.5541
19,0.023237418069839477,0.02518341851234436,0.8950427424242424,0.2177621876235948,0.2373,0.5156
20,0.023171731123924254,0.02336113679409027,0.9150749898989899,0.2704945194681304,0.2794,0.563
21,0.022964147772789,0.023084426617622375,0.9153038383838386,0.2613453788629397,0.2731,0.5694
22,0.02282657576084137,0.02250769863128662,0.9190457979797979,0.279900657213208,0.2934,0.5866
23,0.022611875619888307,0.022128650045394896,0.9226608484848484,0.2926903661006151,0.3019,0.6036
24,0.022449172916412352,0.021850776386260987,0.9258216212121211,0.2969630243792223,0.3082,0.6054
25,0.0224264324426651,0.022603591632843017,0.919463505050505,0.28849757281181604,0.2955,0.5837
26,0.022306237545013426,0.02340159738063812,0.9128415757575757,0.2667612244497521,0.2776,0.5606
27,0.02208636595249176,0.022047373819351197,0.9230688787878788,0.29608406960675615,0.3077,0.6051
28,0.022070898990631103,0.022239834141731262,0.9207722828282827,0.29138645875725344,0.3021,0.6014
