epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.03601299962997437,0.03637295179367066,0.6104045757575759,0.0004453470117170975,0.0113,0.0591
2,0.035982951059341434,0.03629048275947571,0.618899297979798,0.00020121951219512197,0.0099,0.05
3,0.0353368124961853,0.035414790439605714,0.6357728080808082,0.002344075747923467,0.021,0.0988
4,0.03470746872901916,0.03493389706611633,0.668263616161616,0.006659571138020444,0.0261,0.1065
5,0.03406230807304382,0.03423134965896606,0.7172893030303032,0.009580143827636141,0.0369,0.1396
6,0.03334334909439087,0.03296664481163025,0.7586240101010101,0.02068087780708938,0.0528,0.2023
7,0.03255959774017334,0.03265265252590179,0.7671337474747475,0.03973382125556353,0.0708,0.2279
8,0.03185319968700409,0.03158645777702331,0.7909660959595959,0.05704338724813171,0.0871,0.2747
9,0.031173461270332336,0.030849369668960572,0.8058726515151514,0.07123076524403799,0.1017,0.3056
10,0.030466677746772766,0.02983193714618683,0.8247769949494949,0.091854998089977,0.1216,0.344
11,0.02986995116710663,0.029326333594322206,0.8344380454545454,0.10345340940559986,0.1332,0.3634
12,0.02937518379688263,0.028805493330955504,0.8419695808080807,0.11597148973364613,0.1429,0.3831
13,0.028945583505630493,0.028838326501846312,0.8435308333333331,0.11759026118017336,0.1448,0.3798
14,0.028594927582740785,0.02829295163154602,0.8529322171717171,0.12432769958328953,0.1559,0.4013
15,0.028309069900512695,0.028231496715545656,0.8552153232323231,0.13113957955573535,0.1606,0.4052
