epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.035897138538360594,0.035723241186141966,0.6209225404040404,0.002964174602631605,0.0223,0.102
2,0.034004655213356015,0.03318616900444031,0.7571027020202018,0.028070193028603602,0.0593,0.2151
3,0.030798719220161436,0.029925571417808532,0.8232362727272726,0.09211917260051346,0.1229,0.3363
4,0.02855641974925995,0.028518147563934327,0.8520956363636364,0.12297274219609193,0.1519,0.3882
5,0.026757488193511963,0.02631895477771759,0.8761240707070707,0.18149778024294252,0.205,0.4668
6,0.025160885796546937,0.025269214510917664,0.8883976767676768,0.20839618519172037,0.2333,0.5032
7,0.02389637125015259,0.024635070371627807,0.8971157525252527,0.2242414371432033,0.2478,0.532
8,0.02279307289123535,0.023694035410881043,0.9059114040404039,0.2468801635088345,0.2696,0.5576
9,0.02179872437953949,0.023577254509925843,0.9083016868686868,0.25401799508325235,0.2763,0.5625
10,0.020932784280776977,0.022943425393104552,0.9143447777777777,0.27332590814795377,0.2906,0.583
11,0.02012619870185852,0.022746932983398437,0.9172872272727273,0.2808788184435227,0.2938,0.592
12,0.019403624658584594,0.022307532978057862,0.9213075959595958,0.29280085784068655,0.3044,0.6049
13,0.01871715864658356,0.021706077718734743,0.9259611919191917,0.3121446384103054,0.3255,0.621
14,0.01813291715145111,0.021765584421157835,0.9264394646464646,0.3111612122961685,0.3246,0.6252
15,0.01755410346031189,0.021696490883827208,0.9274409393939393,0.3197552126650218,0.3317,0.6313
