epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.03565857605934143,0.03447327618598938,0.7112776414141413,0.00799880256878004,0.0325,0.1394
2,0.032994685187339785,0.03186152882575989,0.7789626464646467,0.04964208846865112,0.08,0.2673
3,0.03099133283138275,0.030012577199935914,0.8179332323232323,0.09418760516732709,0.1269,0.345
4,0.02962273049354553,0.028573069882392884,0.8456736515151515,0.1199473527639599,0.1501,0.4035
5,0.028479844555854797,0.027382895159721376,0.863298904040404,0.15377945111585473,0.1788,0.4516
6,0.02745667230129242,0.026256483483314514,0.8776125151515153,0.18233342794322374,0.205,0.483
7,0.026647086753845216,0.025540111136436464,0.8866723535353535,0.20420893583982672,0.2245,0.509
8,0.02590814470767975,0.02468011338710785,0.8960356414141413,0.22845696437462543,0.2499,0.5311
9,0.025371626148223875,0.024159103560447693,0.9007725707070707,0.24189643938616343,0.2613,0.549
10,0.024848273792266846,0.023616212105751037,0.9074708737373735,0.2545943884525708,0.274,0.566
11,0.024420197854042053,0.023232411074638366,0.9119052828282826,0.26705413131848116,0.2838,0.5794
12,0.02400326775550842,0.022621702194213868,0.9170279191919191,0.2853932670934669,0.3056,0.5947
13,0.023611896486282348,0.022457671856880187,0.9184164747474748,0.28782130379880505,0.3078,0.5983
14,0.02330232792854309,0.02216266293525696,0.9213397020202021,0.30067253432090996,0.3163,0.6069
15,0.02291241219520569,0.021644312977790833,0.9259167070707071,0.3096816501389616,0.3258,0.6201
