epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.035732440271377564,0.03473208031654358,0.7016446616161615,0.007909139769471664,0.0325,0.1415
2,0.032600086498260496,0.031742134141922,0.7853029343434345,0.05520259518833506,0.0797,0.2661
3,0.03014178369998932,0.029135443234443663,0.8338597424242424,0.11157189275519039,0.1365,0.3728
4,0.028451867051124572,0.027907163166999815,0.8544764242424243,0.1382358606137582,0.1635,0.4171
5,0.027037544898986816,0.02653857915401459,0.8743060757575759,0.1727310656604516,0.1949,0.4615
6,0.02576339894771576,0.024922108840942384,0.8906492474747475,0.21729885223124978,0.2354,0.5194
7,0.024722874064445496,0.02414817020893097,0.8998415555555555,0.23812225316574553,0.2561,0.5455
8,0.023849729633331297,0.023321628975868224,0.9074948585858585,0.2619646475418131,0.2773,0.5709
9,0.023125385546684266,0.023267990350723265,0.9097222424242424,0.2663901062859871,0.2791,0.5746
10,0.022416973333358764,0.022515194964408874,0.9162746010101008,0.2864959541792157,0.2996,0.5949
11,0.02188329463005066,0.021851893162727357,0.9211155303030303,0.30310364720194327,0.3173,0.6158
12,0.02124743441581726,0.021379362440109254,0.9248914444444444,0.3141292371311021,0.3269,0.6229
13,0.020780858368873598,0.02122738218307495,0.926864696969697,0.317266350459468,0.3271,0.633
14,0.020324460620880128,0.021105385518074036,0.9282982575757576,0.32376033211292027,0.3348,0.6374
15,0.019905335083007812,0.02059119737148285,0.9316017878787878,0.3374868841242854,0.35,0.6489
