epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.0352136046409607,0.0333595064163208,0.7410175858585858,0.022107928086609822,0.0534,0.1959
2,0.03213436815261841,0.031925119972229,0.8016930151515151,0.04702553382827693,0.0701,0.2514
3,0.028757692036628722,0.028658869290351868,0.8521900555555554,0.11856455497091754,0.1488,0.3949
4,0.026098380455970766,0.027393337869644166,0.8741136363636364,0.1637803647889891,0.1915,0.4387
5,0.024118869347572326,0.024968058443069457,0.8958655606060604,0.21501995741728686,0.2363,0.5182
6,0.022696421208381654,0.024756561851501466,0.8993998131313132,0.2280953632610117,0.2516,0.5377
7,0.021521953320503235,0.024013432216644287,0.905883686868687,0.2487599346230839,0.2688,0.5565
8,0.02070873445034027,0.02322085978984833,0.9150557626262628,0.2847064742300077,0.2962,0.5802
9,0.01999399083137512,0.023904032468795775,0.9107198737373738,0.27225787886819874,0.2879,0.5712
10,0.01933121787548065,0.02624627192020416,0.89797302020202,0.22339085859213725,0.2422,0.526
11,0.018775179738998414,0.025061425876617433,0.906653297979798,0.2599662898144011,0.2685,0.5621
12,0.01840472413301468,0.02474736044406891,0.9083410202020202,0.26868491168390235,0.2795,0.5732
13,0.018026469349861143,0.025305616211891174,0.9044770606060605,0.26824201271105436,0.2768,0.5676
14,0.01778072651386261,0.02508926811218262,0.9108522020202018,0.28973972587544605,0.2986,0.5914
15,0.017497951900959013,0.025871010732650756,0.9115956262626262,0.2803774151809113,0.2866,0.586
