epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.03376990203857422,0.03197011504173279,0.7825900808080807,0.03760632009677939,0.063,0.2456
2,0.030479281959533693,0.029880318784713745,0.8330080050505052,0.07943414915506412,0.1068,0.3454
3,0.028607516555786132,0.031515444946289065,0.8292437575757576,0.08027601008260371,0.1018,0.301
4,0.02696700216770172,0.031812293028831484,0.8509666616161617,0.09520078500521226,0.1186,0.3438
5,0.02543650188446045,0.028940517950057983,0.8759188030303029,0.1361932715639412,0.1591,0.4135
6,0.024194292044639586,0.02640654044151306,0.8969902929292927,0.17536434045039312,0.1948,0.4713
7,0.023259833006858827,0.04049108805656433,0.827074212121212,0.09766649705441671,0.1146,0.3066
8,0.022446583743095397,0.030446699547767637,0.8838632575757575,0.14905044080810836,0.1596,0.4219
9,0.021701014037132264,0.025648395395278932,0.9119988282828284,0.20339264696416479,0.2209,0.5121
10,0.021205833439826967,0.02377127158641815,0.9225686616161617,0.25844878802686355,0.2688,0.5672
11,0.02067707461833954,0.030956715416908264,0.8850816212121212,0.1697952098355777,0.1846,0.4389
12,0.020269263935089113,0.025326689887046814,0.9154217878787881,0.23035648547145635,0.244,0.5269
13,0.019860809726715088,0.025730659341812134,0.914703686868687,0.23024393860183223,0.2416,0.5307
14,0.019590877180099487,0.025702631759643553,0.9129738484848485,0.25456606747754806,0.2653,0.5444
15,0.019319401667118073,0.024132838225364685,0.9238034747474747,0.2600503605164332,0.2738,0.5807
16,0.018993028326034545,0.024163211393356324,0.9242684040404042,0.2714034837869892,0.2811,0.5726
17,0.018811535816192628,0.0211526424407959,0.941709595959596,0.3074191431582305,0.3197,0.6364
18,0.018511454892158507,0.023357108211517333,0.9305982828282829,0.2851403651959295,0.2891,0.5894
19,0.018368341109752655,0.021198354053497313,0.9384397474747475,0.3247602404039658,0.3313,0.6405
20,0.018090470547676086,0.021194602155685426,0.940721505050505,0.3143059995517137,0.3256,0.6441
21,0.017954461708068848,0.02057503650188446,0.9436278080808082,0.32617530008177215,0.3431,0.6496
22,0.017808144488334655,0.01931951904296875,0.9494564797979799,0.3590811689647682,0.3655,0.6868
23,0.017649755532741545,0.02171967499256134,0.9384011414141414,0.3187356120114161,0.3272,0.6317
24,0.017438848478794098,0.018887886595726013,0.9522781616161616,0.37115116629425116,0.3773,0.6918
25,0.017285654695034028,0.021050671315193177,0.942369580808081,0.3408261706838338,0.3471,0.6499
