epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.028141404008865358,0.026032783842086793,0.8986898434343433,0.1879329838692735,0.2015,0.4774
2,0.022396664366722108,0.03844321212768555,0.8507470959595961,0.11893238729770976,0.1275,0.3082
3,0.019862478947639466,0.03346154224872589,0.8820785858585859,0.16471559736291938,0.1759,0.3844
4,0.018337951748371124,0.02355091300010681,0.9294772727272727,0.28432738624423964,0.2951,0.5743
5,0.017245035798549652,0.01924612100124359,0.951717404040404,0.35940454001390165,0.3708,0.6874
6,0.016405946147441865,0.020724188017845153,0.9435701969696967,0.3431401708886317,0.3489,0.6457
7,0.015778551156520843,0.020309692430496216,0.9474514747474746,0.3537708054322096,0.3658,0.6578
8,0.015260357222557069,0.018109121441841125,0.9551693585858585,0.405367990805737,0.4108,0.713
9,0.014765956361293792,0.018040734302997588,0.9552961212121212,0.4030682290087555,0.4105,0.7171
10,0.014344178812503815,0.020142135739326477,0.9486135151515152,0.35601701859278095,0.3622,0.6661
11,0.014037008550167084,0.017059077513217925,0.9610622474747476,0.4355307496115855,0.4404,0.7431
12,0.013716906161308289,0.016500290822982787,0.9626499292929291,0.4478049482425837,0.4514,0.7559
13,0.013443917791843415,0.017685506856441498,0.9585645808080809,0.41522903847866355,0.4258,0.7282
14,0.01323293440103531,0.016476057374477385,0.9626314141414142,0.4503278146403151,0.452,0.75
15,0.013021439867019653,0.017717165744304656,0.9585010303030304,0.4177417954605317,0.4216,0.73
16,0.012729521255493164,0.017437441158294677,0.9603140303030302,0.426317532754356,0.4282,0.7288
17,0.012643834903240204,0.01917375971078873,0.952016181818182,0.39403190531638066,0.4009,0.691
18,0.012437063779830932,0.016220332741737366,0.9641399191919191,0.4508787194317459,0.4615,0.7618
19,0.012295493383407593,0.01638099374771118,0.9637191212121212,0.4515278008629927,0.4585,0.7621
20,0.012147169127464294,0.01672695655822754,0.9632474343434345,0.4457272848358446,0.4524,0.7566
21,0.012036452963352203,0.016569239258766175,0.9630576262626263,0.4513755705535594,0.4541,0.7551
22,0.011830512101650238,0.015517671942710877,0.9665907474747475,0.48005408257999815,0.485,0.7799
23,0.011727914080619812,0.015553801894187928,0.9672318030303032,0.47093499238316694,0.4772,0.7808
24,0.011622650489807129,0.017006255078315734,0.9611935454545453,0.44007783232269576,0.4509,0.7443
25,0.011548929295539856,0.018686061298847197,0.9541759595959597,0.4111854605940771,0.4172,0.7058
