epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.028378692121505737,0.03216552367210388,0.8627591717171716,0.10460776017777962,0.1164,0.3156
2,0.023100168766975404,0.025014638042449952,0.915194282828283,0.21540742361688264,0.2121,0.5195
3,0.02071450684070587,0.029805152606964112,0.9051400202020201,0.15339243357445956,0.1544,0.429
4,0.019178141522407533,0.022306898283958435,0.9393695454545454,0.28145958020027195,0.2847,0.6038
5,0.01806165998697281,0.021761261057853698,0.9424007171717171,0.3088408509997394,0.3048,0.6075
6,0.017202477300167083,0.02189105784893036,0.9426355858585856,0.30849387447371374,0.3086,0.6162
7,0.01648900326490402,0.021014038395881653,0.9446611717171716,0.33462294839886364,0.3335,0.6386
8,0.01589727706670761,0.019780652737617494,0.9512478686868688,0.3579533310851677,0.3597,0.6671
9,0.015422254600524902,0.01734651234149933,0.9587582020202021,0.4219035344796051,0.4286,0.7355
10,0.014956065440177918,0.019735866022109985,0.9526033181818181,0.3664861748205508,0.3649,0.6681
11,0.014608901009559631,0.02021627941131592,0.9474092424242423,0.364861919074878,0.3564,0.6643
12,0.014220119743347168,0.016705791640281676,0.962798494949495,0.44042439131516903,0.4426,0.7494
13,0.013943054704666138,0.017209531724452973,0.9612361616161615,0.4341369168091523,0.4334,0.7398
14,0.013646547944545746,0.017384993064403532,0.9602684646464645,0.4255246275097195,0.4287,0.7343
15,0.01342141158103943,0.01735726833343506,0.9592093535353535,0.4289235507937586,0.4315,0.7354
16,0.013161485106945038,0.016773358154296876,0.9619958484848483,0.43869633018460924,0.4443,0.7465
17,0.012953849432468415,0.01743440408706665,0.9610175353535354,0.4288827764231607,0.4345,0.7349
18,0.012722902009487152,0.020239936077594757,0.9503263131313132,0.37069579331991825,0.3642,0.6828
19,0.012585816414356231,0.01649509519338608,0.963653383838384,0.45286760846796875,0.4585,0.7601
20,0.012419237010478973,0.01679694086313248,0.9635967373737374,0.44817687673051715,0.4464,0.7567
21,0.01227370799779892,0.015767520725727083,0.9665721616161618,0.4717280309278592,0.4756,0.774
22,0.012102511394023895,0.016021249639987946,0.966494202020202,0.46351858632775533,0.4672,0.7753
23,0.011956266047954559,0.01621981658935547,0.9642557424242423,0.4522594736503269,0.4586,0.7625
24,0.01185397403717041,0.01635909341573715,0.9637089898989902,0.4524913485343525,0.4574,0.762
25,0.011761006615161896,0.021815234136581423,0.9478247676767676,0.3543125256647208,0.3527,0.6569
26,0.01161925864458084,0.01711553829908371,0.9614058282828285,0.4452698526895691,0.443,0.7433
27,0.011503048679828643,0.0186585027217865,0.9568325959595958,0.4031138103516723,0.404,0.7102
28,0.0113676895403862,0.016359268295764923,0.9644614242424244,0.4627946419868095,0.4628,0.7627
29,0.011223914618492127,0.017103395354747773,0.9627138333333335,0.43750500680228877,0.4418,0.7541
30,0.011120981103181838,0.015904038023948668,0.9675239393939392,0.46591538168301105,0.4711,0.7725
31,0.011034213273525238,0.017270898425579072,0.9627592323232322,0.4466898648542362,0.4477,0.747
32,0.011060650880336762,0.01577623597383499,0.967078595959596,0.4730782478823902,0.4771,0.783
33,0.010941578595638275,0.015453811693191528,0.9683407474747476,0.48466923395196176,0.4906,0.7837
34,0.01085870388507843,0.015753727853298188,0.9672787373737373,0.4787348107672294,0.4826,0.7813
35,0.010759190223217011,0.01829320636987686,0.9591622828282829,0.4220078715164615,0.4216,0.7237
36,0.010755733127593994,0.015410553741455078,0.9684674949494949,0.48938242080589517,0.4919,0.7885
37,0.010650483651161193,0.015914448988437652,0.9667846565656566,0.471539967933422,0.4804,0.7852
38,0.010565662647485733,0.01741619279384613,0.9614374949494949,0.4456885820088412,0.4496,0.7534
39,0.010479907171726227,0.01503004938364029,0.970018626262626,0.4949270303733069,0.5032,0.7984
40,0.010396977611780166,0.01588599445819855,0.9663342525252525,0.476239710574954,0.4806,0.7727
41,0.010418917129039765,0.015146286749839782,0.9693617575757575,0.4956976993443228,0.4994,0.7903
42,0.010327419321537018,0.0157702880859375,0.9664444444444443,0.4834621433521393,0.486,0.7787
