epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.05448834553718567,0.14628910579681398,0.6885713838383839,0.006146162793394123,0.0217,0.0851
2,0.0437863167142868,0.08282154726982116,0.8341731212121212,0.08987174435969557,0.1086,0.2753
3,0.03929494330406189,0.09869979844093323,0.8143192777777779,0.07640925027152883,0.0917,0.2427
4,0.036409820470809935,0.0833126072883606,0.8582965656565655,0.10912427882396479,0.1307,0.3119
5,0.03436039483070374,0.08286029105186463,0.8612311161616161,0.12742434159467408,0.1487,0.3329
6,0.03272056075811386,0.0528832195520401,0.9230707424242424,0.26359552209820125,0.2746,0.5429
7,0.031368590986728666,0.04328215093612671,0.9421342070707069,0.3363765165436582,0.3469,0.6336
8,0.030365809783935546,0.05725478689670563,0.9177620606060606,0.24185004473800636,0.255,0.5208
9,0.029496371526718138,0.03835080217123032,0.9516948181818181,0.369838235327235,0.3842,0.6842
10,0.0286678333067894,0.04054465043544769,0.94877098989899,0.3676158181680289,0.3795,0.6627
11,0.02801204536676407,0.03571112552881241,0.9575352020202021,0.41011288356798375,0.4185,0.7212
12,0.027468952295780183,0.03224441080093384,0.9640029191919193,0.45121752422936007,0.4589,0.7586
