epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.02843146192073822,0.026574690532684325,0.8923025959595959,0.1631165025971502,0.1932,0.4562
2,0.023170247693061828,0.0251266304731369,0.9095504292929293,0.21162438870507855,0.2362,0.5164
3,0.020701132984161378,0.02430200538635254,0.9224637525252526,0.25051971701251197,0.2637,0.5468
4,0.01918987850189209,0.02240198097229004,0.9360330404040406,0.29505733698868414,0.2878,0.6068
5,0.018083068969249726,0.020516219472885133,0.9466395606060607,0.3331326876364356,0.3345,0.6502
6,0.017140524699687958,0.018987269139289855,0.951909404040404,0.37004734525801014,0.3786,0.6914
7,0.01647951746225357,0.01894934079647064,0.9538696565656566,0.3716139701075495,0.382,0.6906
8,0.015896012518405913,0.018116684079170227,0.9563942929292929,0.4010158497182279,0.4008,0.7183
9,0.015414531285762787,0.01985837414264679,0.9503689696969697,0.3793133230518423,0.3879,0.6738
10,0.014941675055027009,0.018847879564762117,0.9538603333333333,0.388307452796398,0.3988,0.6961
11,0.014569889194965362,0.017312510359287263,0.9608342222222223,0.4251960794627647,0.435,0.7302
12,0.014259638228416444,0.018261814093589783,0.9571975202020201,0.40231869092152756,0.4119,0.7115
13,0.013888842804431915,0.018324380803108217,0.9576623787878787,0.40434803446313333,0.4015,0.7115
14,0.013588566808700561,0.01960830557346344,0.952305797979798,0.3851623012995472,0.3924,0.6939
15,0.01336075656890869,0.018251702189445496,0.9572502525252524,0.4134647141233333,0.4095,0.7213
