epoch,train_loss,test_loss,auc,f1,top1_acc,top5_acc
1,0.028073529572486877,0.027935190343856813,0.8853777878787877,0.1384483925425718,0.1673,0.4271
2,0.02256215793132782,0.025117393493652343,0.9224606666666664,0.2052378572293999,0.2106,0.5146
3,0.020044044494628908,0.020927977323532104,0.9405437222222222,0.31041311911093017,0.3181,0.6461
4,0.018505277240276338,0.021673883390426637,0.9392409595959595,0.3124120108802191,0.3087,0.6286
5,0.01742398574590683,0.020018406629562377,0.9487450252525252,0.34553757035191324,0.3502,0.6722
6,0.01656002347946167,0.02234595527648926,0.9413448333333334,0.3114805021254221,0.3309,0.6163
7,0.01592176766395569,0.018526997709274292,0.9544565555555556,0.3839638742532139,0.392,0.7016
8,0.01527936949491501,0.019234228253364564,0.951641095959596,0.376121914612286,0.3828,0.6903
9,0.014856634705066681,0.017514782214164734,0.9580549292929293,0.4138822277794479,0.4234,0.7332
10,0.014468358325958252,0.01958904664516449,0.9527530404040402,0.36877168514955305,0.3737,0.6868
11,0.01411789989233017,0.017236914312839507,0.9603564747474748,0.43085004297977414,0.4378,0.7394
12,0.013749905045032502,0.01845170875787735,0.9558397171717172,0.40311612313647055,0.4017,0.7183
13,0.01352169570684433,0.01770731258392334,0.9591933535353536,0.40954685595927065,0.4153,0.7274
14,0.01325005103111267,0.017201214051246642,0.9615422929292928,0.43221660640869525,0.4355,0.7418
15,0.01301418250799179,0.01648708597421646,0.9640353838383838,0.4496417979938959,0.4574,0.7598
16,0.012792028481960297,0.01752837678194046,0.9611251818181819,0.43160010431243484,0.4336,0.7357
17,0.012610097420215606,0.017368287241458894,0.9599990606060606,0.43358422034209826,0.4368,0.7367
18,0.012464521977901459,0.016088701701164245,0.9645373333333335,0.4593699684443264,0.4667,0.7663
19,0.012247523958683015,0.018143030250072478,0.957799803030303,0.41181283031179744,0.4165,0.7257
20,0.012126415510177612,0.01829961884021759,0.9589095454545457,0.4118463578096112,0.4199,0.7144
21,0.011956583483219147,0.016979729819297792,0.9630703737373737,0.43563404905528813,0.4399,0.7461
22,0.011840569202899933,0.017683390355110167,0.9601430303030305,0.42447314170143224,0.4259,0.7266
23,0.011695516021251679,0.017349957811832427,0.9617675454545455,0.4417730067106712,0.4432,0.7433
24,0.011608962838649749,0.017347796273231506,0.9619194949494948,0.43873894700138455,0.4442,0.7382
25,0.01147722582578659,0.017059085941314698,0.9634180555555555,0.44359781211735155,0.4484,0.7501
